Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,is_cancelled,is_return,is_zero_price,is_bad_debt,Revenue
489434,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2009-12-01 07:45:00,6.95,13085.0,United Kingdom,False,False,False,False,83.4
489436,21754,HOME BUILDING BLOCK WORD,3,2009-12-01 09:06:00,5.95,13078.0,United Kingdom,False,False,False,False,17.85
489437,21987,PACK OF 6 SKULL PAPER CUPS,12,2009-12-01 09:08:00,0.65,15362.0,United Kingdom,False,False,False,False,7.800000000000001
489437,21912,VINTAGE SNAKES & LADDERS,4,2009-12-01 09:08:00,3.75,15362.0,United Kingdom,False,False,False,False,15.0
489437,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 09:08:00,4.95,15362.0,United Kingdom,False,False,False,False,14.85
489437,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2009-12-01 09:08:00,2.1,15362.0,United Kingdom,False,False,False,False,12.6
489438,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,60,2009-12-01 09:24:00,1.9,18102.0,United Kingdom,False,False,False,False,114.0
489441,22138,BAKING SET 9 PIECE RETROSPOT ,6,2009-12-01 09:44:00,4.25,18087.0,United Kingdom,False,False,False,False,25.5
489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,False,False,False,False,17.700000000000003
489443,21035,SET/2 RED SPOTTY TEA TOWELS ,12,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,False,False,False,False,35.400000000000006
489445,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,2009-12-01 09:57:00,0.38,17519.0,United Kingdom,False,False,False,False,18.24
489445,22138,BAKING SET 9 PIECE RETROSPOT ,3,2009-12-01 09:57:00,4.95,17519.0,United Kingdom,False,False,False,False,14.85
489445,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",24,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,False,False,False,False,30.0
489446,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,False,False,False,False,29.700000000000003
489446,22125,UNION JACK HOT WATER BOTTLE ,12,2009-12-01 10:06:00,5.95,13758.0,United Kingdom,False,False,False,False,71.4
489448,20827,GOLD APERITIF GLASS,48,2009-12-01 10:18:00,2.12,15413.0,United Kingdom,False,False,False,False,101.76
489450,22087,PAPER BUNTING WHITE LACE,12,2009-12-01 10:36:00,2.95,16321.0,Australia,False,False,False,False,35.400000000000006
489450,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2009-12-01 10:36:00,1.25,16321.0,Australia,False,False,False,False,15.0
489460,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2009-12-01 10:46:00,0.55,16167.0,United Kingdom,False,False,False,False,13.2
489460,22179,SET 10 LIGHTS NIGHT OWL,4,2009-12-01 10:46:00,6.75,16167.0,United Kingdom,False,False,False,False,27.0
489461,85150,LADIES & GENTLEMEN METAL SIGN,6,2009-12-01 10:49:00,2.55,17865.0,United Kingdom,False,False,False,False,15.3
489462,90082D,DIAMANTE BOW BROOCH BLACK COLOUR,2,2009-12-01 10:49:00,6.35,17592.0,United Kingdom,False,False,False,False,12.7
489461,21669,BLUE STRIPE CERAMIC DRAWER KNOB,24,2009-12-01 10:49:00,1.25,17865.0,United Kingdom,False,False,False,False,30.0
489465,21481,FAWN BLUE HOT WATER BOTTLE,8,2009-12-01 10:52:00,2.95,13767.0,United Kingdom,False,False,False,False,23.6
489465,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2009-12-01 10:52:00,3.95,13767.0,United Kingdom,False,False,False,False,47.400000000000006
489465,21711,FOLDING UMBRELLA  WHITE/RED  SPOT,12,2009-12-01 10:52:00,4.95,13767.0,United Kingdom,False,False,False,False,59.400000000000006
489488,90175A,WHITE GLASS CHUNKY CHARM BRACELET,2,2009-12-01 10:59:00,8.95,17238.0,United Kingdom,False,False,False,False,17.9
489488,90062,CARNIVAL BRACELET,2,2009-12-01 10:59:00,12.75,17238.0,United Kingdom,False,False,False,False,25.5
489488,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2,2009-12-01 10:59:00,3.75,17238.0,United Kingdom,False,False,False,False,7.5
489505,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2009-12-01 11:17:00,4.95,15712.0,United Kingdom,False,False,False,False,29.700000000000003
489505,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2009-12-01 11:17:00,2.95,15712.0,United Kingdom,False,False,False,False,17.700000000000003
489514,72783,BLACK SIL'T SQU CANDLE PLATE ,2,2009-12-01 11:21:00,2.1,15311.0,United Kingdom,False,False,False,False,4.2
489517,21790,VINTAGE SNAP CARDS,4,2009-12-01 11:34:00,0.85,16329.0,United Kingdom,False,False,False,False,3.4
489520,21485,RED SPOT HEART HOT WATER BOTTLE,3,2009-12-01 11:41:00,4.95,14911.0,EIRE,False,False,False,False,14.85
489520,72741,GRAND CHOCOLATECANDLE,36,2009-12-01 11:41:00,1.45,14911.0,EIRE,False,False,False,False,52.2
489520,48187,DOOR MAT NEW ENGLAND,2,2009-12-01 11:41:00,6.75,14911.0,EIRE,False,False,False,False,13.5
489522,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,4,2009-12-01 11:45:00,2.55,15998.0,United Kingdom,False,False,False,False,10.2
489522,21639,ASSORTED TUTTI FRUTTI KEYRING,10,2009-12-01 11:45:00,0.85,15998.0,United Kingdom,False,False,False,False,8.5
489522,21869,POTTING SHED COFFEE MUG,1,2009-12-01 11:45:00,1.25,15998.0,United Kingdom,False,False,False,False,1.25
489522,21175,GIN + TONIC DIET METAL SIGN,2,2009-12-01 11:45:00,2.1,15998.0,United Kingdom,False,False,False,False,4.2
489522,21817,GLITTER CHRISTMAS TREE,6,2009-12-01 11:45:00,0.85,15998.0,United Kingdom,False,False,False,False,5.1
489522,22075,6 RIBBONS ELEGANT CHRISTMAS ,2,2009-12-01 11:45:00,1.65,15998.0,United Kingdom,False,False,False,False,3.3
489522,22301,COFFEE MUG CAT + BIRD DESIGN,3,2009-12-01 11:45:00,2.55,15998.0,United Kingdom,False,False,False,False,7.649999999999999
489526,22180,RETRO SPOT LAMP,3,2009-12-01 11:50:00,9.95,12533.0,Germany,False,False,False,False,29.85
489526,21238,RED SPOTTY CUP,16,2009-12-01 11:50:00,0.85,12533.0,Germany,False,False,False,False,13.6
489526,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,2009-12-01 11:50:00,7.95,12533.0,Germany,False,False,False,False,15.9
489526,22077,6 RIBBONS RUSTIC CHARM,12,2009-12-01 11:50:00,1.65,12533.0,Germany,False,False,False,False,19.8
489526,21535,RETRO SPOT SMALL MILK JUG,6,2009-12-01 11:50:00,2.55,12533.0,Germany,False,False,False,False,15.3
489526,15056BL,EDWARDIAN PARASOL BLACK,6,2009-12-01 11:50:00,5.95,12533.0,Germany,False,False,False,False,35.7
489526,21844,RETRO SPOT MUG,6,2009-12-01 11:50:00,2.95,12533.0,Germany,False,False,False,False,17.700000000000003
489529,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2009-12-01 11:51:00,1.25,17984.0,United Kingdom,False,False,False,False,1.25
489529,22300,COFFEE MUG DOG + BALL DESIGN,6,2009-12-01 11:51:00,2.55,17984.0,United Kingdom,False,False,False,False,15.3
489529,22024,RAINY LADIES BIRTHDAY CARD,12,2009-12-01 11:51:00,0.42,17984.0,United Kingdom,False,False,False,False,5.04
489529,20660,VIP LUGGAGE TAG ,1,2009-12-01 11:51:00,1.25,17984.0,United Kingdom,False,False,False,False,1.25
489533,21534,DAIRY MAID LARGE MILK JUG,1,2009-12-01 12:02:00,4.95,16011.0,United Kingdom,False,False,False,False,4.95
489536,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2,2009-12-01 12:13:00,1.65,16393.0,United Kingdom,False,False,False,False,3.3
489536,85227,SET/6 3D KIT CARDS FOR KIDS,3,2009-12-01 12:13:00,0.85,16393.0,United Kingdom,False,False,False,False,2.55
489536,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2009-12-01 12:13:00,2.25,16393.0,United Kingdom,False,False,False,False,2.25
489536,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2009-12-01 12:13:00,1.25,16393.0,United Kingdom,False,False,False,False,1.25
489536,21789,KIDS RAIN MAC PINK,1,2009-12-01 12:13:00,0.85,16393.0,United Kingdom,False,False,False,False,0.85
489536,22150, 3 STRIPEY MICE FELTCRAFT,2,2009-12-01 12:13:00,1.95,16393.0,United Kingdom,False,False,False,False,3.9
489536,21809,CHRISTMAS HANGING TREE WITH BELL,1,2009-12-01 12:13:00,1.25,16393.0,United Kingdom,False,False,False,False,1.25
489536,22295,HEART FILIGREE DOVE LARGE,2,2009-12-01 12:13:00,1.65,16393.0,United Kingdom,False,False,False,False,3.3
489536,20961,STRAWBERRY BATH SPONGE ,1,2009-12-01 12:13:00,1.25,16393.0,United Kingdom,False,False,False,False,1.25
489537,20971,PINK BLUE FELT CRAFT TRINKET BOX,5,2009-12-01 12:14:00,1.25,14040.0,United Kingdom,False,False,False,False,6.25
489537,21777,RECIPE BOX WITH METAL HEART,4,2009-12-01 12:14:00,7.95,14040.0,United Kingdom,False,False,False,False,31.8
489537,21407,BROWN CHECK CAT DOORSTOP ,1,2009-12-01 12:14:00,4.25,14040.0,United Kingdom,False,False,False,False,4.25
489537,21480,PINK STRIPE HOT WATER BOTTLE,5,2009-12-01 12:14:00,2.95,14040.0,United Kingdom,False,False,False,False,14.75
489537,84899F,YELLOW PURPLE DAISY FELT PURSE KIT,3,2009-12-01 12:14:00,1.25,14040.0,United Kingdom,False,False,False,False,3.75
489547,20726,LUNCH BAG WOODLAND,10,2009-12-01 12:30:00,1.65,13599.0,United Kingdom,False,False,False,False,16.5
489546,84782A,PINK 3 TIER GLASS PLATE STAND,2,2009-12-01 12:30:00,12.75,14156.0,EIRE,False,False,False,False,25.5
489548,22303,COFFEE MUG APPLES DESIGN,6,2009-12-01 12:32:00,2.55,,United Kingdom,False,False,False,False,15.3
489548,79000,MOROCCAN TEA GLASS,12,2009-12-01 12:32:00,0.85,,United Kingdom,False,False,False,False,10.2
489548,84706F,RED PEONY TABLE CLOCK,1,2009-12-01 12:32:00,8.95,,United Kingdom,False,False,False,False,8.95
489550,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2009-12-01 12:33:00,0.55,14156.0,EIRE,False,False,False,False,26.4
489550,21175,GIN + TONIC DIET METAL SIGN,6,2009-12-01 12:33:00,2.1,14156.0,EIRE,False,False,False,False,12.6
489556,21490,SET OF THREE 50'S GIFT WRAPS ,3,2009-12-01 12:47:00,1.95,15719.0,United Kingdom,False,False,False,False,5.85
489556,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2009-12-01 12:47:00,1.25,15719.0,United Kingdom,False,False,False,False,1.25
489556,21217,RED SPOTTY ROUND CAKE TINS,2,2009-12-01 12:47:00,9.95,15719.0,United Kingdom,False,False,False,False,19.9
489557,20682,RED SPOTTY CHILDS UMBRELLA,6,2009-12-01 12:52:00,3.25,12490.0,France,False,False,False,False,19.5
489560,84327A,PINK JUMPER LARRY THE LAMB,3,2009-12-01 12:56:00,2.1,13526.0,United Kingdom,False,False,False,False,6.300000000000001
489560,21034,REX CASH+CARRY JUMBO SHOPPER,3,2009-12-01 12:56:00,0.95,13526.0,United Kingdom,False,False,False,False,2.85
489560,84578,ELEPHANT TOY WITH BLUE T-SHIRT,1,2009-12-01 12:56:00,3.75,13526.0,United Kingdom,False,False,False,False,3.75
489561,21034,REX CASH+CARRY JUMBO SHOPPER,1,2009-12-01 12:57:00,0.95,14654.0,United Kingdom,False,False,False,False,0.95
489562,84884A,ANT WHITE WIRE HEART SPIRAL,1,2009-12-01 13:07:00,3.95,17998.0,United Kingdom,False,False,False,False,3.95
489562,21825,PAINTED METAL TREE WITH HOLLY BELLS,1,2009-12-01 13:07:00,1.45,17998.0,United Kingdom,False,False,False,False,1.45
489567,85162A,SILVER RETRODISC LAMPSHADE,1,2009-12-01 13:19:00,9.95,15326.0,United Kingdom,False,False,False,False,9.95
489569,21807,WHITE CHRISTMAS STAR DECORATION,36,2009-12-01 13:20:00,0.42,14478.0,United Kingdom,False,False,False,False,15.12
489571,22296,HEART IVORY TRELLIS LARGE,4,2009-12-01 13:29:00,1.65,15967.0,United Kingdom,False,False,False,False,6.6
489572,84975,HEART SHAPED MIRROR,6,2009-12-01 13:29:00,1.69,17611.0,United Kingdom,False,False,False,False,10.14
489572,22325,MOBILE VINTAGE HEARTS ,3,2009-12-01 13:29:00,4.95,17611.0,United Kingdom,False,False,False,False,14.85
489575,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,6,2009-12-01 13:37:00,3.75,13590.0,United Kingdom,False,False,False,False,22.5
489576,22151,PLACE SETTING WHITE HEART,24,2009-12-01 13:38:00,0.42,15984.0,United Kingdom,False,False,False,False,10.08
489579,35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,3,2009-12-01 13:41:00,1.69,16887.0,United Kingdom,False,False,False,False,5.07
489579,21124,SET/10 BLUE SPOTTY PARTY CANDLES,4,2009-12-01 13:41:00,1.25,16887.0,United Kingdom,False,False,False,False,5.0
489580,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2009-12-01 13:43:00,0.55,12921.0,United Kingdom,False,False,False,False,13.2
489580,72756,FAIRY CAKE CANDLES,108,2009-12-01 13:43:00,1.25,12921.0,United Kingdom,False,False,False,False,135.0
489585,21133,PAINTED BIRD ASSORTED CHRISTMAS,24,2009-12-01 13:49:00,1.69,15662.0,United Kingdom,False,False,False,False,40.56
489585,84832,ZINC WILLIE WINKIE  CANDLE STICK,24,2009-12-01 13:49:00,0.85,15662.0,United Kingdom,False,False,False,False,20.4
489590,35001G,HAND OPEN SHAPE GOLD,2,2009-12-01 14:14:00,4.25,13110.0,United Kingdom,False,False,False,False,8.5
489590,21733,RED HANGING HEART T-LIGHT HOLDER,12,2009-12-01 14:14:00,2.95,13110.0,United Kingdom,False,False,False,False,35.400000000000006
489594,21231,SWEETHEART CERAMIC TRINKET BOX,11,2009-12-01 14:19:00,1.25,15005.0,United Kingdom,False,False,False,False,13.75
489594,84596K,JELLY BABIES YELLOW SMALL BOWL,7,2009-12-01 14:19:00,1.25,15005.0,United Kingdom,False,False,False,False,8.75
489594,22064,PINK DOUGHNUT TRINKET POT ,4,2009-12-01 14:19:00,1.65,15005.0,United Kingdom,False,False,False,False,6.6
489594,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,8,2009-12-01 14:19:00,0.65,15005.0,United Kingdom,False,False,False,False,5.2
489594,21875,KINGS CHOICE MUG,2,2009-12-01 14:19:00,1.25,15005.0,United Kingdom,False,False,False,False,2.5
489593,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,2009-12-01 14:19:00,1.25,12836.0,United Kingdom,False,False,False,False,3.75
489594,21791,VINTAGE HEADS AND TAILS CARD GAME ,4,2009-12-01 14:19:00,1.25,15005.0,United Kingdom,False,False,False,False,5.0
489597,21733,RED HANGING HEART T-LIGHT HOLDER,2,2009-12-01 14:28:00,6.04,,United Kingdom,False,False,False,False,12.08
489597,21679,SKULLS  STICKERS,2,2009-12-01 14:28:00,1.7,,United Kingdom,False,False,False,False,3.4
489597,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2009-12-01 14:28:00,5.17,,United Kingdom,False,False,False,False,5.17
489597,20780,BLACK EAR MUFF HEADPHONES,1,2009-12-01 14:28:00,11.26,,United Kingdom,False,False,False,False,11.26
489597,20975,12 PENCILS SMALL TUBE RED SPOTTY,1,2009-12-01 14:28:00,1.3,,United Kingdom,False,False,False,False,1.3
489597,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,1,2009-12-01 14:28:00,6.04,,United Kingdom,False,False,False,False,6.04
489597,20675,BLUE SPOTTY BOWL,2,2009-12-01 14:28:00,2.57,,United Kingdom,False,False,False,False,5.14
489597,21314,SMALL GLASS HEART TRINKET POT,4,2009-12-01 14:28:00,4.3,,United Kingdom,False,False,False,False,17.2
489597,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,1,2009-12-01 14:28:00,6.04,,United Kingdom,False,False,False,False,6.04
489597,37444C,PINK BREAKFAST CUP AND SAUCER ,1,2009-12-01 14:28:00,6.04,,United Kingdom,False,False,False,False,6.04
489597,21116,OWL DOORSTOP,3,2009-12-01 14:28:00,8.65,,United Kingdom,False,False,False,False,25.950000000000003
489597,85211,S/4 GROOVY CAT MAGNETS,2,2009-12-01 14:28:00,3.43,,United Kingdom,False,False,False,False,6.86
489597,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,1,2009-12-01 14:28:00,6.04,,United Kingdom,False,False,False,False,6.04
489597,21867,PINK UNION JACK  LUGGAGE TAG,2,2009-12-01 14:28:00,2.57,,United Kingdom,False,False,False,False,5.14
489597,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2009-12-01 14:28:00,11.26,,United Kingdom,False,False,False,False,45.04
489597,21844,RETRO SPOT MUG,4,2009-12-01 14:28:00,6.04,,United Kingdom,False,False,False,False,24.16
489597,21581,SKULLS  DESIGN  COTTON TOTE BAG,2,2009-12-01 14:28:00,5.17,,United Kingdom,False,False,False,False,10.34
489598,20886,BOX OF 9 PEBBLE CANDLES,12,2009-12-01 14:35:00,1.95,16620.0,United Kingdom,False,False,False,False,23.4
489599,21527,RETRO SPOT TRADITIONAL TEAPOT ,4,2009-12-01 14:40:00,7.95,12758.0,Portugal,False,False,False,False,31.8
489599,21929,JUMBO BAG PINK VINTAGE PAISLEY,30,2009-12-01 14:40:00,1.95,12758.0,Portugal,False,False,False,False,58.5
489599,84985B,SET OF 72 BLACK PAPER DOILIES ,12,2009-12-01 14:40:00,1.45,12758.0,Portugal,False,False,False,False,17.4
489600,22174,PHOTO CUBE,1,2009-12-01 14:43:00,3.43,,United Kingdom,False,False,False,False,3.43
489601,21876,POTTERING MUG,1,2009-12-01 14:44:00,3.43,,United Kingdom,False,False,False,False,3.43
489602,DOT,DOTCOM POSTAGE,1,2009-12-01 14:45:00,59.35,,United Kingdom,False,False,False,False,59.35
489603,22077,6 RIBBONS RUSTIC CHARM,2,2009-12-01 14:46:00,3.43,,United Kingdom,False,False,False,False,6.86
489603,21116,OWL DOORSTOP,1,2009-12-01 14:46:00,8.65,,United Kingdom,False,False,False,False,8.65
489604,21328,BALLOONS  WRITING SET ,2,2009-12-01 14:47:00,3.43,,United Kingdom,False,False,False,False,6.86
489607,21658,GLASS  BEURRE DISH,1,2009-12-01 14:49:00,8.65,,United Kingdom,False,False,False,False,8.65
489607,21472,LADYBIRD + BEE RAFFIA FOOD COVER,1,2009-12-01 14:49:00,7.78,,United Kingdom,False,False,False,False,7.78
489609,21871,SAVE THE PLANET MUG,1,2009-12-01 14:50:00,3.43,,United Kingdom,False,False,False,False,3.43
489614,84873a,FUNKY FLOWER PICNIC BAG FOR 4,1,2009-12-01 14:56:00,11.26,,United Kingdom,False,False,False,False,11.26
489614,84030c,KNITTED RAINBOW HOT WATER BOTTLE,1,2009-12-01 14:56:00,7.78,,United Kingdom,False,False,False,False,7.78
489617,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2009-12-01 14:59:00,0.65,13442.0,United Kingdom,False,False,False,False,7.800000000000001
489619,21931,JUMBO STORAGE BAG SUKI,2,2009-12-01 15:02:00,1.95,,United Kingdom,False,False,False,False,3.9
489635,21844,RETRO SPOT MUG,6,2009-12-01 15:26:00,2.95,16763.0,United Kingdom,False,False,False,False,17.700000000000003
489635,22273,FELTCRAFT DOLL MOLLY,6,2009-12-01 15:26:00,2.95,16763.0,United Kingdom,False,False,False,False,17.700000000000003
489637,22112,CHOCOLATE HOT WATER BOTTLE,6,2009-12-01 15:36:00,4.95,17243.0,United Kingdom,False,False,False,False,29.700000000000003
489640,17165B,ASS COL LARGE SAND GECKO P'WEIGHT,4,2009-12-01 16:17:00,1.05,17345.0,United Kingdom,False,False,False,False,4.2
489640,15056P,EDWARDIAN PARASOL PINK,1,2009-12-01 16:17:00,5.95,17345.0,United Kingdom,False,False,False,False,5.95
489641,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-01 16:18:00,0.55,13819.0,United Kingdom,False,False,False,False,13.2
489650,85152,HAND OVER THE CHOCOLATE   SIGN ,10,2009-12-01 16:44:00,2.1,13748.0,United Kingdom,False,False,False,False,21.0
489652,21642,ASSORTED TUTTI FRUTTI PEN,24,2009-12-01 17:08:00,0.85,15265.0,United Kingdom,False,False,False,False,20.4
489652,21112,"SWISS ROLL TOWEL, PINK  SPOTS",6,2009-12-01 17:08:00,2.95,15265.0,United Kingdom,False,False,False,False,17.700000000000003
489654,10125,MINI FUNKY DESIGN TAPES,4,2009-12-01 17:19:00,0.85,15750.0,United Kingdom,False,False,False,False,3.4
489654,84670,JAPANESE CROCHETED ANIMAL,12,2009-12-01 17:19:00,0.42,15750.0,United Kingdom,False,False,False,False,5.04
489657,22350,CAT BOWL ,4,2009-12-01 17:28:00,2.55,17428.0,United Kingdom,False,False,False,False,10.2
489656,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2009-12-01 17:28:00,2.75,17428.0,United Kingdom,False,False,False,False,66.0
489656,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2009-12-01 17:28:00,2.55,17428.0,United Kingdom,False,False,False,False,81.6
489656,20767,BLUE PAISLEY JOURNAL ,6,2009-12-01 17:28:00,2.55,17428.0,United Kingdom,False,False,False,False,15.3
489658,20886,BOX OF 9 PEBBLE CANDLES,24,2009-12-01 17:31:00,1.95,15485.0,United Kingdom,False,False,False,False,46.8
489662,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,25,2009-12-01 17:50:00,2.95,15485.0,United Kingdom,False,False,False,False,73.75
489664,84360,TABLE LAMP WHITE SHADE WOOD BASE,12,2009-12-01 18:03:00,4.65,14061.0,United Kingdom,False,False,False,False,55.8
489664,79323S, SILVER CHERRY LIGHTS,5,2009-12-01 18:03:00,6.75,14061.0,United Kingdom,False,False,False,False,33.75
489665,22101,MIRROR MOSAIC VOTIVE HOLDER,36,2009-12-01 18:07:00,1.85,14108.0,United Kingdom,False,False,False,False,66.60000000000001
489666,21805,WHITE CHRISTMAS TREE DECORATION ,36,2009-12-01 18:13:00,0.42,13648.0,United Kingdom,False,False,False,False,15.12
489667,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2009-12-01 18:35:00,1.25,16563.0,United Kingdom,False,False,False,False,15.0
489668,21868,POTTING SHED TEA MUG,24,2009-12-01 19:19:00,1.25,16701.0,United Kingdom,False,False,False,False,30.0
489672,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,6,2009-12-02 09:21:00,3.75,14831.0,United Kingdom,False,False,False,False,22.5
489672,72741,GRAND CHOCOLATECANDLE,9,2009-12-02 09:21:00,1.45,14831.0,United Kingdom,False,False,False,False,13.05
489672,21241,GREEN SPOTTY CUP,16,2009-12-02 09:21:00,0.85,14831.0,United Kingdom,False,False,False,False,13.6
489672,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,6,2009-12-02 09:21:00,2.95,14831.0,United Kingdom,False,False,False,False,17.700000000000003
489672,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",4,2009-12-02 09:21:00,4.95,14831.0,United Kingdom,False,False,False,False,19.8
489677,21341,KASBAH LANTERN WITH GLASS ,24,2009-12-02 09:50:00,4.25,14000.0,United Kingdom,False,False,False,False,102.0
489678,21493, VINTAGE DESIGN GIFT TAGS,8,2009-12-02 09:57:00,0.85,16823.0,United Kingdom,False,False,False,False,6.8
489679,22138,BAKING SET 9 PIECE RETROSPOT ,3,2009-12-02 10:00:00,4.95,16163.0,United Kingdom,False,False,False,False,14.85
